comment_id,original_comment,aspect,rule_based_sentiment,correct_sentiment,aspect_correct
51,"Prof Wenzel is a gem. As someone who had a tough time in Gen Chem, she has made Ochem really doable. She will bend over backwards to help her students, and goes the extra mile to make this subject bearable. However, she is a busy lady and can be somewhat inaccessible outside of O.H.. Devastated I didn't get into her class for 2nd semester.",subject_difficulty,positive,positive,yes
51,"Prof Wenzel is a gem. As someone who had a tough time in Gen Chem, she has made Ochem really doable. She will bend over backwards to help her students, and goes the extra mile to make this subject bearable. However, she is a busy lady and can be somewhat inaccessible outside of O.H.. Devastated I didn't get into her class for 2nd semester.",faculty_availability,negative,negative,yes
52,"Extremely difficult, unhelpful. Guy is a total robot and an awful teacher. Lectures are guided, fill in the blanks, however he tests on conceptual things that aren't covered in the lectures. Sucks",explanation_clarity,negative,negative,yes
52,"Extremely difficult, unhelpful. Guy is a total robot and an awful teacher. Lectures are guided, fill in the blanks, however he tests on conceptual things that aren't covered in the lectures. Sucks",doubt_solving,negative,negative,yes
52,"Extremely difficult, unhelpful. Guy is a total robot and an awful teacher. Lectures are guided, fill in the blanks, however he tests on conceptual things that aren't covered in the lectures. Sucks",subject_difficulty,negative,negative,yes
52,"Extremely difficult, unhelpful. Guy is a total robot and an awful teacher. Lectures are guided, fill in the blanks, however he tests on conceptual things that aren't covered in the lectures. Sucks",practical_sessions,negative,negative,yes
53,"Prof Izbicki is a great guy, and you'll learn a lot from his class. It's not an easy A, and you'll have to put in the hours to do well on quizzes and the assignments. He's very accessible outside of class, though, and actively encourages collaboration on everything. I'd definitely recommend this class; you'll take away a lot of great skills.",study_material,positive,positive,yes
53,"Prof Izbicki is a great guy, and you'll learn a lot from his class. It's not an easy A, and you'll have to put in the hours to do well on quizzes and the assignments. He's very accessible outside of class, though, and actively encourages collaboration on everything. I'd definitely recommend this class; you'll take away a lot of great skills.",practical_sessions,positive,positive,yes
53,"Prof Izbicki is a great guy, and you'll learn a lot from his class. It's not an easy A, and you'll have to put in the hours to do well on quizzes and the assignments. He's very accessible outside of class, though, and actively encourages collaboration on everything. I'd definitely recommend this class; you'll take away a lot of great skills.",faculty_availability,positive,positive,yes
53,"Prof Izbicki is a great guy, and you'll learn a lot from his class. It's not an easy A, and you'll have to put in the hours to do well on quizzes and the assignments. He's very accessible outside of class, though, and actively encourages collaboration on everything. I'd definitely recommend this class; you'll take away a lot of great skills.",subject_difficulty,positive,positive,yes
