professor,department,Quality,Difficulty,Comment,comment_length,cleaned_comment,aspects,aspect_count,aspect_sentiments
Ann Meyer ,Literature department,5.0,5.0,"Prof Meyer is a very eccentric prof, no doubt about it. She is also very serious about lit, so if you take her class take it seriously. And if you like Dante, you must take her class. I personally was reluctant to take Dante, but she opens your eyes to his brilliance. One of the hardest and most stimulating lit classes I took at CMC.",65,prof meyer be a very eccentric prof no doubt about it she be also very serious about light so if you take her class take it seriously and if you like dante you must take her class I personally be reluctant to take dante but she open your eye to his brilliance one of the hard and most stimulating light class I take at cmc,"['doubt_solving', 'subject_difficulty']",2,"{'doubt_solving': ('positive', 0.1483), 'subject_difficulty': ('positive', 0.7713)}"
Ann Meyer ,Literature department,1.5,4.0,"Before I took the class I thought that Meyer's ratings were tough. They are not. Professor Meyer does not care about her lit 10 classes and she does not prepare for them. She is not that hard, but she assigns grades quite randomly.",43,before I take the class I think that meyer rating be tough they be not professor meyer do not care about her light class and she do not prepare for they she be not that hard but she assign grade quite randomly,['subject_difficulty'],1,"{'subject_difficulty': ('negative', -0.4276)}"
Ann Meyer ,Literature department,2.5,4.0,"She's a little batty (replied to a request to meet outside office hours with ""Your second paper topic looks great.""), but you come to love her. She leads the most intellectual class discussions I've ever encountered, and she doesn't overload you with pointless work. She LOVES Dante, so if you have any interest in him, take her class!",58,she s a little batty reply to a request to meet outside office hour with your second paper topic look great but you come to love she she lead the most intellectual class discussion I ve ever encounter and she do not overload you with pointless work she love dante so if you have any interest in he take her class,"['doubt_solving', 'faculty_availability']",2,"{'doubt_solving': ('positive', 0.6249), 'faculty_availability': ('positive', 0.6249)}"
Ann Meyer ,Literature department,4.0,4.0,"She can be intimidating at times, but she's an excellent professor with a vibrant passion for literature.  She's very open to student ideas and encourages expression at every opportunity.  You must do all the reading and attend every class in order to succeed, but you'll find that you enjoy it and you will learn a great deal.",57,she can be intimidate at time but she s an excellent professor with a vibrant passion for literature she s very open to student idea and encourage expression at every opportunity you must do all the reading and attend every class in order to succeed but you ll find that you enjoy it and you will learn a great deal,['study_material'],1,"{'study_material': ('positive', 0.9607)}"
Ann Meyer ,Literature department,4.0,2.0,"I'm not a lit major but I've taken several lit courses bc of Meyer.  Despite what other negative comments there might be, give her a chance.  She doesn't demand much of you and she usually only assigns short essays.  She gets incredibly excited about the topics and (if you try some) you'll get excited too.  She's brilliant and awesome!",59,I m not a light major but I ve take several light course bc of meyer despite what other negative comment there might be give she a chance she do not demand much of you and she usually only assign short essay she get incredibly excited about the topic and if you try some you ll get excited too she s brilliant and awesome,[],0,{}
Ann Meyer ,Literature department,4.5,3.0,"I love my experience with Meyer. She does not hold your hand in class, spoon feeding you information like you're a baby bird but leads class discussions forcing us to think about the text in new ways. She requires her students to respect the educational experience in her class, which is too much for some.",55,I love my experience with meyer she do not hold your hand in class spoon feed you information like you re a baby bird but lead class discussion force we to think about the text in new way she require her student to respect the educational experience in her class which be too much for some,[],0,{}
Ann Meyer ,Literature department,4.0,3.0,Very passionate and knowledgable.,4,very passionate and knowledgable,[],0,{}
Ann Meyer ,Literature department,2.0,3.0,"If you're interested in French feminist literature, this is the place for you.  Very harsh on guys.",17,if you re interested in french feminist literature this be the place for you very harsh on guy,[],0,{}
Ann Meyer ,Literature department,1.5,2.0,Seems to be very hit-or-miss. She loves butt-kissers. Do not question her statements (especially if you're right & can prove it) or she will hate you. Talk to her about the papers or she'll get grumpy. Tread lightly with her and you should be fine.,45,seem to be very hitormiss she love buttkisser do not question her statement especially if you re right can prove it or she will hate you talk to she about the paper or shell get grumpy tread lightly with she and you should be fine,['doubt_solving'],1,"{'doubt_solving': ('positive', 0.3744)}"
Ann Meyer ,Literature department,1.5,3.0,"steer clear, but if you can't, dont get on her bad side",12,steer clear but if you can not do not get on her bad side,['explanation_clarity'],1,"{'explanation_clarity': ('positive', 0.3818)}"
Ann Meyer ,Literature department,5.0,3.0,"I don't know about her bad side, but I found her to be really passionate about the subject which was refreshing.  She was nice and seemed to be willing to accept different interpretations.",33,I do not know about her bad side but I find she to be really passionate about the subject which be refresh she be nice and seem to be willing to accept different interpretation,[],0,{}
Ann Meyer ,Literature department,4.5,3.0,Don't get on her bad side but she's very clear as to what is and isn't acceptable.  If you participate in class then you are golden.,26,do not get on her bad side but she s very clear as to what be and be not acceptable if you participate in class then you be golden,['explanation_clarity'],1,"{'explanation_clarity': ('positive', 0.2337)}"
Ann Meyer ,Literature department,2.0,3.0,"DO NOT GET ON HER BAD SIDE.
 again: 
 DO NOT GET ON HER BAD SIDE.",15,do not get on her bad side again do not get on her bad side,[],0,{}
